instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1201.996579,23-02-2011,springer,2011,2,2.00530457,No,3.000884809,Working Day,Clear,0.12,0.1515,0.5,0.1343,0,1,1.006243663
1202.982923,23-02-2011,springer,2011,2,3.004135771,No,2.993000375,Working Day,Clear,0.12,0.1364,0.5,0.1642,0,2,2.013650734
1203.990259,23-02-2011,springer,2011,2,4.992762713,No,2.991677704,Working Day,Clear,0.12,0.1515,0.5,0.1045,0,8,7.991635113
1205.012582,23-02-2011,springer,2011,2,5.983300274,No,3.010365264,Working Day,Clear,0.12,0.1515,0.5,0.1045,0,36,35.98713698
1205.996729,23-02-2011,springer,2011,2,6.993300199,No,2.996558897,Working Day,Clear,0.12,0.1515,0.54,0.1343,2,94,96.01430292
1206.999266,23-02-2011,springer,2011,2,7.996384372,No,3.02028262,Working Day,Clear,0.14,0.1515,0.54,0.1642,8,227,234.9889671
1207.992321,23-02-2011,springer,2011,2,8.999536708,No,2.991434075,Working Day,Clear,0.18,0.2121,0.51,0.0896,9,130,139.0118057
1209.00405,23-02-2011,springer,2011,2,9.988519283,No,3.005958627,Working Day,Clear,0.2,0.2576,0.4,0,4,47,50.99452092
1209.991125,23-02-2011,springer,2011,2,11.00411959,No,2.980397376,Working Day,Clear,0.24,0.2576,0.41,0.1045,16,53,69.01758153
1211.013753,23-02-2011,springer,2011,2,11.99126131,No,3.0074039,Working Day,Clear,0.26,0.2879,0.35,0.0896,11,56,66.99837715
1212.002323,23-02-2011,springer,2011,2,12.99309932,No,2.990062527,Working Day,Clear,0.3,0.3182,0.28,0.0896,9,78,87.0016574
1212.986012,23-02-2011,springer,2011,2,13.99418744,No,3.013903747,Working Day,Clear,0.32,0.3333,0.29,0.1045,17,61,78.00483462
1214.006749,23-02-2011,springer,2011,2,15.00035998,No,2.997180285,Working Day,Clear,0.34,0.3485,0.25,0.0896,18,54,71.98991853
1215.01475,23-02-2011,springer,2011,2,16.00219577,No,2.997180291,Working Day,Clear,0.34,0.3636,0.25,0,15,79,93.99753491
1215.995448,23-02-2011,springer,2011,2,16.99461618,No,3.023566746,Working Day,Clear,0.34,0.3485,0.25,0.0896,15,207,221.9972055
1216.999416,23-02-2011,springer,2011,2,17.99914868,No,3.001812255,Working Day,Clear,0.32,0.3333,0.26,0.0896,3,206,209.0031548
1218.005188,23-02-2011,springer,2011,2,18.99409638,No,2.996688893,Working Day,Clear,0.3,0.3333,0.33,0,6,135,140.999002
1218.995727,23-02-2011,springer,2011,2,19.9867455,No,3.000478386,Working Day,Clear,0.24,0.2424,0.6,0.1642,2,107,109.0018812
1220.007016,23-02-2011,springer,2011,2,20.98727049,No,3.015010375,Working Day,Clear,0.24,0.2879,0.48,0,2,89,90.99073409
1221.015914,23-02-2011,springer,2011,2,22.01277576,No,2.995439277,Working Day,Clear,0.24,0.2879,0.48,0,1,60,61.009726
1221.982488,23-02-2011,springer,2011,2,23.00524849,No,3.002603058,Working Day,Clear,0.22,0.2576,0.55,0.0896,1,38,39.017292
1223.008863,24-02-2011,springer,2011,2,0.008515323,No,4.020304044,Working Day,Clear,0.22,0.2576,0.55,0.0896,0,11,10.9917537
1223.994179,24-02-2011,springer,2011,2,1.005144344,No,4.002506427,Working Day,Clear,0.22,0.2576,0.6,0.0896,0,7,7.00126762
1224.995984,24-02-2011,springer,2011,2,1.997523144,No,4.004841221,Working Day,Clear,0.2,0.2273,0.64,0.0896,0,4,3.994264658
1226.000911,24-02-2011,springer,2011,2,2.984256849,No,4.012869565,Working Day,Clear,0.2,0.2121,0.64,0.1343,0,2,1.994471132
1227.009852,24-02-2011,springer,2011,2,4.979250723,No,4.009917254,Working Day,Clear,0.2,0.2121,0.69,0.1343,1,3,3.98680223
1227.988455,24-02-2011,springer,2011,2,5.990068358,No,4.003350095,Working Day,Clear,0.2,0.197,0.69,0.194,0,58,58.01495344
1228.986821,24-02-2011,springer,2011,2,6.99527771,No,4.010798867,Working Day,Clear,0.2,0.197,0.72,0.194,0,104,103.9857573
1230.000968,24-02-2011,springer,2011,2,7.982288398,No,3.998572546,Working Day,Clear,0.24,0.2273,0.7,0.2239,8,244,251.9949669
1230.991857,24-02-2011,springer,2011,2,8.999047903,No,4.013178351,Working Day,Mist,0.24,0.2121,0.75,0.2985,4,133,137.0013386
1232.000031,24-02-2011,springer,2011,2,9.979463175,No,3.992937796,Working Day,Mist,0.26,0.2424,0.7,0.2836,8,49,56.99296816
1233.012064,24-02-2011,springer,2011,2,10.99466923,No,4.004092895,Working Day,Mist,0.32,0.2879,0.57,0.3881,8,71,79.00426586
1233.985705,24-02-2011,springer,2011,2,11.99264869,No,4.00647657,Working Day,Mist,0.36,0.3333,0.53,0.3582,10,85,95.02018154
1235.012539,24-02-2011,springer,2011,2,12.99631759,No,3.995832234,Working Day,Mist,0.38,0.3939,0.54,0.2985,16,72,88.00200659
1235.997008,24-02-2011,springer,2011,2,13.99579981,No,4.0011548,Working Day,Mist,0.4,0.4091,0.5,0.2985,2,67,68.98587459
1237.013265,24-02-2011,springer,2011,2,14.99971234,No,3.983519673,Working Day,Light Snow,0.4,0.4091,0.54,0.3881,5,58,62.99236298
1237.991067,24-02-2011,springer,2011,2,16.02146257,No,4.019061067,Working Day,Light Snow,0.38,0.3939,0.62,0.2836,4,67,71.0045718
1238.996437,24-02-2011,springer,2011,2,17.00509737,No,3.998685443,Working Day,Light Snow,0.36,0.3485,0.66,0.194,9,168,176.9941557
1240.004985,24-02-2011,springer,2011,2,17.99773154,No,3.998218751,Working Day,Mist,0.34,0.303,0.87,0.3284,5,132,136.9821159
1241.003364,24-02-2011,springer,2011,2,19.02060648,No,3.994160266,Working Day,Light Snow,0.34,0.303,0.93,0.2985,3,112,115.0060612
1242.007622,24-02-2011,springer,2011,2,19.98481231,No,3.988293616,Working Day,Mist,0.34,0.303,0.93,0.3582,2,87,88.99322859
1243.012905,24-02-2011,springer,2011,2,20.98329743,No,3.991498926,Working Day,Mist,0.34,0.303,0.87,0.3284,7,76,83.00571136
1243.996706,24-02-2011,springer,2011,2,22.00862952,No,3.979788263,Working Day,Light Snow,0.34,0.3182,0.87,0.2836,5,50,54.99324792
1244.997625,24-02-2011,springer,2011,2,23.00369833,No,4.000602118,Working Day,Mist,0.32,0.303,0.93,0.2239,3,47,50.001305
1245.981445,25-02-2011,springer,2011,2,0.004294297,No,4.991084071,Working Day,Light Snow,0.32,0.3485,0.93,0,1,8,9.009483666
1246.991221,25-02-2011,springer,2011,2,1.019666798,No,4.994586177,Working Day,Mist,0.32,0.3485,1,0,1,9,10.00857119
1247.99882,25-02-2011,springer,2011,2,2.012871024,No,4.986741397,Working Day,Mist,0.32,0.3485,1,0,0,3,3.0100269
1249.00034,25-02-2011,springer,2011,2,2.989494369,No,5.008379415,Working Day,Mist,0.32,0.3333,0.93,0.1045,1,1,1.998832084
1249.985469,25-02-2011,springer,2011,2,4.998321775,No,5.008896666,Working Day,Mist,0.32,0.3333,0.93,0.1045,1,5,5.995727711
1251.013334,25-02-2011,springer,2011,2,6.005956178,No,5.006985069,Working Day,Light Snow,0.34,0.3485,0.93,0.0896,0,11,11.0108423
1251.992512,25-02-2011,springer,2011,2,6.987550526,No,4.989098867,Working Day,Light Snow,0.34,0.3333,1,0.1343,1,34,34.9822651
1252.99104,25-02-2011,springer,2011,2,7.997388891,No,5.008864593,Working Day,Light Snow,0.36,0.3485,0.93,0.1343,3,70,72.97582661
1254.018992,25-02-2011,springer,2011,2,9.005722338,No,5.00492669,Working Day,Light Snow,0.34,0.303,0.93,0.3582,3,111,113.9963332
1254.994422,25-02-2011,springer,2011,2,10.01145201,No,5.018567673,Working Day,Light Snow,0.42,0.4242,0.94,0.3284,7,42,48.99569207
1255.987933,25-02-2011,springer,2011,2,11.01010285,No,5.007818182,Working Day,Clear,0.52,0.5,0.77,0.4478,9,50,59.00348636
1256.998701,25-02-2011,springer,2011,2,12.00400007,No,5.015807637,Working Day,Light Snow,0.54,0.5152,0.6,0.4627,20,95,114.9840603
1257.986338,25-02-2011,springer,2011,2,13.01242889,No,4.991377719,Working Day,Light Snow,0.54,0.5152,0.6,0.4627,6,77,82.972509
1259.009775,25-02-2011,springer,2011,2,13.98808792,No,5.028130187,Working Day,Light Snow,0.56,0.5303,0.56,0.6119,14,71,85.00323549
1259.993286,25-02-2011,springer,2011,2,14.98745896,No,5.012787149,Working Day,Clear,0.46,0.4545,0.41,0.806,5,50,55.00204896
1261.004626,25-02-2011,springer,2011,2,15.98839371,No,5.000942483,Working Day,Clear,0.32,0.2879,0.49,0.4627,11,91,101.9992162
1261.986863,25-02-2011,springer,2011,2,16.98559835,No,4.994310975,Working Day,Clear,0.32,0.2727,0.49,0.7463,8,181,188.9930976
1262.98507,25-02-2011,springer,2011,2,18.00041639,No,4.992846762,Working Day,Clear,0.32,0.2879,0.49,0.4925,7,150,157.0027044
1264.003345,25-02-2011,springer,2011,2,18.99377886,No,5.003056942,Working Day,Clear,0.3,0.2727,0.52,0.4478,4,86,90.00866615
1265.005399,25-02-2011,springer,2011,2,19.99848308,No,5.001144618,Working Day,Clear,0.3,0.2576,0.49,0.6119,2,60,62.00127668
1265.995343,25-02-2011,springer,2011,2,21.00860335,No,4.969644477,Working Day,Clear,0.28,0.2576,0.48,0.3881,7,56,63.01372133
1267.015932,25-02-2011,springer,2011,2,21.99888385,No,4.982234694,Working Day,Clear,0.26,0.2121,0.48,0.4478,7,43,50.00279673
1267.993995,25-02-2011,springer,2011,2,22.99809851,No,4.991589172,Working Day,Clear,0.26,0.2273,0.48,0.3284,2,37,38.99705091
1268.991754,26-02-2011,springer,2011,2,0.009930848,No,6.015412028,No work,Clear,0.24,0.2273,0.52,0.194,3,25,28.01347139
1269.982685,26-02-2011,springer,2011,2,1.014954657,No,5.994426098,No work,Clear,0.24,0.2121,0.52,0.2985,2,25,26.98120051
1271.009627,26-02-2011,springer,2011,2,2.003755757,No,5.995650535,No work,Clear,0.22,0.197,0.6,0.3582,3,9,11.98867614
1272.000339,26-02-2011,springer,2011,2,2.975396808,No,6.016081046,No work,Clear,0.22,0.2273,0.55,0.1343,1,7,8.003482971
1272.991844,26-02-2011,springer,2011,2,3.989102162,No,6.00565475,No work,Mist,0.22,0.2576,0.6,0.0896,1,1,2.014375313
1274.000483,26-02-2011,springer,2011,2,5.004456465,No,5.993920447,No work,Mist,0.22,0.2424,0.64,0.1045,1,9,10.00847699
1274.998145,26-02-2011,springer,2011,2,5.995725194,No,5.996581643,No work,Clear,0.22,0.2727,0.6,0,1,6,7.001235175
1276.004821,26-02-2011,springer,2011,2,6.988277483,No,5.990746459,No work,Clear,0.22,0.2576,0.6,0.0896,1,21,22.00565693
1277.014114,26-02-2011,springer,2011,2,8.000726408,No,5.988204314,No work,Mist,0.24,0.2879,0.6,0,2,55,56.99106658
1278.005679,26-02-2011,springer,2011,2,9.002602308,No,6.003015028,No work,Mist,0.26,0.2576,0.56,0.1642,9,65,74.01382967
1278.981727,26-02-2011,springer,2011,2,9.981586614,No,6.019165434,No work,Mist,0.3,0.303,0.49,0.1343,14,71,85.01562858
1279.993093,26-02-2011,springer,2011,2,11.00269752,No,6.001091237,No work,Clear,0.3,0.3333,0.45,0,26,100,126.0020139
1280.993341,26-02-2011,springer,2011,2,12.01516997,No,5.993323464,No work,Mist,0.32,0.3182,0.45,0.1642,45,115,160.0056406
1282.008373,26-02-2011,springer,2011,2,12.99720551,No,5.995368659,No work,Mist,0.34,0.3182,0.42,0.2537,38,136,174.0017185
1283.001005,26-02-2011,springer,2011,2,14.00140794,No,5.997933228,No work,Mist,0.34,0.303,0.36,0.3284,57,154,210.9947357
1284.019926,26-02-2011,springer,2011,2,15.0260058,No,5.991801025,No work,Mist,0.36,0.3333,0.4,0.2836,40,125,165.0136414
1285.005622,26-02-2011,springer,2011,2,16.00020784,No,5.996923892,No work,Clear,0.36,0.3333,0.46,0.2836,41,130,170.9925803
1286.010966,26-02-2011,springer,2011,2,17.00535426,No,5.992422632,No work,Clear,0.36,0.3485,0.43,0.2239,53,130,182.986332
1286.997944,26-02-2011,springer,2011,2,18.00432978,No,5.989328618,No work,Clear,0.34,0.3333,0.46,0.194,26,111,137.0194503
1287.997188,26-02-2011,springer,2011,2,18.99783657,No,5.997089939,No work,Clear,0.32,0.303,0.49,0.2537,30,64,94.00089543
1288.988832,26-02-2011,springer,2011,2,19.98826231,No,5.980700405,No work,Clear,0.3,0.303,0.56,0.1642,8,60,68.02166974
1289.997495,26-02-2011,springer,2011,2,20.99819351,No,5.986209869,No work,Clear,0.28,0.2727,0.65,0.2537,9,59,68.00069945
1291.007704,26-02-2011,springer,2011,2,22.01945712,No,6.008268672,No work,Clear,0.28,0.2727,0.75,0.2239,8,38,45.99782998
1291.997201,26-02-2011,springer,2011,2,23.01418978,No,6.011497317,No work,Clear,0.28,0.2576,0.75,0.2836,5,29,34.008336
1292.993532,27-02-2011,springer,2011,2,0.008111694,No,-0.003475682,No work,Clear,0.26,0.2424,0.87,0.2836,8,26,33.99821343
1293.999379,27-02-2011,springer,2011,2,0.994346986,No,-0.011182505,No work,Clear,0.26,0.2576,0.87,0.194,7,30,37.00217472
1294.997544,27-02-2011,springer,2011,2,1.982136525,No,-0.008405477,No work,Clear,0.26,0.2727,0.87,0.1343,2,20,21.99070857
1296.00178,27-02-2011,springer,2011,2,3.0098952,No,0.008068559,No work,Clear,0.26,0.2879,0.87,0.0896,3,8,10.99872819
1296.997571,27-02-2011,springer,2011,2,4.0060633,No,0.020090665,No work,Clear,0.24,0.2424,0.87,0.1343,0,2,2.009550398
1298.017371,27-02-2011,springer,2011,2,5.994168682,No,0.016889464,No work,Clear,0.24,0.2879,0.87,0,2,1,2.997586823
1298.992499,27-02-2011,springer,2011,2,6.988603591,No,-0.003248663,No work,Clear,0.24,0.2424,0.87,0.1343,6,8,14.0077053
1299.995554,27-02-2011,springer,2011,2,8.014775692,No,-0.01375549,No work,Clear,0.26,0.303,0.87,0,9,26,34.99844738
1301.002951,27-02-2011,springer,2011,2,8.985983855,No,0.000768384,No work,Clear,0.28,0.303,0.87,0.0896,17,42,59.016106
1301.994263,27-02-2011,springer,2011,2,10.01106272,No,0.014176677,No work,Clear,0.3,0.303,0.81,0.1642,24,79,102.9904986
1302.995793,27-02-2011,springer,2011,2,11.01904865,No,0.020469607,No work,Clear,0.36,0.3485,0.62,0.1343,33,92,125.0168956
1303.990605,27-02-2011,springer,2011,2,12.0055212,No,-0.023447489,No work,Clear,0.4,0.4091,0.54,0.0896,61,132,193.0191495
1305.00584,27-02-2011,springer,2011,2,12.99139651,No,-0.00431009,No work,Clear,0.42,0.4242,0.47,0,90,169,258.9966861
1305.985787,27-02-2011,springer,2011,2,13.99329815,No,0.001186572,No work,Clear,0.44,0.4394,0.47,0.0896,105,177,281.9970762
1306.983648,27-02-2011,springer,2011,2,15.01343737,No,0.013872525,No work,Clear,0.46,0.4545,0.44,0.1343,98,163,260.9924172
1308.006892,27-02-2011,springer,2011,2,15.99868867,No,-0.000974573,No work,Clear,0.48,0.4697,0.44,0.1642,98,170,267.9819373
1309.006847,27-02-2011,springer,2011,2,16.99772326,No,0.01132307,No work,Clear,0.42,0.4242,0.54,0.194,66,121,187.0160612
1309.991713,27-02-2011,springer,2011,2,18.00208257,No,0.005600778,No work,Clear,0.4,0.4091,0.54,0.194,24,103,126.9900501
1311.008002,27-02-2011,springer,2011,2,18.99682509,No,0.00343274,No work,Clear,0.4,0.4091,0.54,0.1343,16,86,102.006319
1312.011935,27-02-2011,springer,2011,2,19.97446855,No,-0.001845936,No work,Clear,0.4,0.4091,0.54,0.0896,9,72,80.99810168
1313.007867,27-02-2011,springer,2011,2,20.99198573,No,0.011707966,No work,Clear,0.38,0.3939,0.62,0.1642,8,61,68.9906127
1314.010018,27-02-2011,springer,2011,2,21.99536927,No,-0.002050666,No work,Mist,0.38,0.3939,0.62,0.1045,2,67,69.00829617
1315.000865,27-02-2011,springer,2011,2,22.99365359,No,-0.002459203,No work,Mist,0.36,0.3485,0.62,0.1642,6,53,59.00923934
1315.984484,28-02-2011,springer,2011,2,-0.006679193,No,0.999729735,Working Day,Mist,0.36,0.3636,0.66,0.1045,5,25,30.00399593
1316.99956,28-02-2011,springer,2011,2,1.013632073,No,0.986870986,Working Day,Light Snow,0.34,0.303,0.87,0.3582,1,7,7.994375403
1318.000807,28-02-2011,springer,2011,2,3.024406456,No,1.008297462,Working Day,Light Snow,0.32,0.3182,0.93,0.1642,0,1,1.006178241
1318.999977,28-02-2011,springer,2011,2,4.999351517,No,0.996949034,Working Day,Mist,0.34,0.3636,0.93,0,1,4,5.002298795
1319.985685,28-02-2011,springer,2011,2,5.989532996,No,0.995060386,Working Day,Mist,0.34,0.3485,0.96,0.1045,1,27,27.99960365
1321.013813,28-02-2011,springer,2011,2,6.998745553,No,0.99398983,Working Day,Mist,0.36,0.3636,0.93,0.1045,2,90,92.0071719
1321.982997,28-02-2011,springer,2011,2,7.992445297,No,0.999885528,Working Day,Mist,0.34,0.303,0.93,0.2985,13,242,255.0139743
1323.008606,28-02-2011,springer,2011,2,8.999717224,No,0.988590464,Working Day,Clear,0.42,0.4242,0.82,0.2836,15,127,141.9903117
1324.025005,28-02-2011,springer,2011,2,9.992970113,No,1.00345571,Working Day,Mist,0.52,0.5,0.72,0.4925,13,79,91.99872001
1325.012088,28-02-2011,springer,2011,2,11.00293999,No,0.999764826,Working Day,Mist,0.56,0.5303,0.64,0.2985,13,74,87.00352824
1326.017575,28-02-2011,springer,2011,2,11.9969799,No,0.995537792,Working Day,Mist,0.56,0.5303,0.64,0.2985,0,36,36.01586385
1326.972366,28-02-2011,springer,2011,2,12.99198437,No,0.991479969,Working Day,Light Snow,0.46,0.4545,0.94,0.2239,1,31,32.00805626
1327.990009,28-02-2011,springer,2011,2,14.00650435,No,0.994745325,Working Day,Light Snow,0.42,0.4242,1,0.2985,1,24,25.00615903
1328.997737,28-02-2011,springer,2011,2,15.00525132,No,0.989513262,Working Day,Light Snow,0.42,0.4242,1,0.2985,0,35,34.98780378
1330.009076,28-02-2011,springer,2011,2,15.99495885,No,1.001189604,Working Day,Light Snow,0.42,0.4242,1,0.1343,2,40,42.0066711
1331.001525,28-02-2011,springer,2011,2,16.99865872,No,0.993966581,Working Day,Light Snow,0.4,0.4091,1,0.2985,2,77,78.98035351
1331.989873,28-02-2011,springer,2011,2,17.99867203,No,0.998542174,Working Day,Light Snow,0.46,0.4545,0.94,0.194,4,127,130.9837564
1333.013135,28-02-2011,springer,2011,2,18.99789161,No,0.997734192,Working Day,Light Snow,0.44,0.4394,0.88,0.6119,1,79,79.99054511
1333.99831,28-02-2011,springer,2011,2,20.02141822,No,0.993792581,Working Day,Light Snow,0.44,0.4394,0.88,0.6119,0,45,45.01035114
1334.999864,28-02-2011,springer,2011,2,20.99405619,No,1.007602829,Working Day,Mist,0.38,0.3939,0.87,0.3881,2,78,79.99827348
1336.005254,28-02-2011,springer,2011,2,22.01271566,No,0.977668195,Working Day,Light Snow,0.34,0.303,0.93,0.4179,4,72,76.0146585
1337.005364,28-02-2011,springer,2011,2,23.00519172,No,0.999766911,Working Day,Mist,0.32,0.2879,0.81,0.3881,0,45,44.99266371
1338.007482,1/3/2011,springer,2011,3,0.002130201,No,2.0015741,Working Day,Clear,0.3,0.2727,0.7,0.4627,0,7,6.98206609
1338.988081,1/3/2011,springer,2011,3,1.001462226,No,1.990003685,Working Day,Clear,0.26,0.2273,0.7,0.3582,0,3,2.986650365
1340.000447,1/3/2011,springer,2011,3,1.99142618,No,1.997063884,Working Day,Clear,0.24,0.2121,0.65,0.3881,0,4,4.001624997
1340.991821,1/3/2011,springer,2011,3,3.013262717,No,2.012174661,Working Day,Clear,0.22,0.2121,0.69,0.2836,0,2,2.020940524
1341.995707,1/3/2011,springer,2011,3,4.00977984,No,2.004182116,Working Day,Clear,0.22,0.2121,0.69,0.2537,0,1,1.000183741
1343.018958,1/3/2011,springer,2011,3,5.007291242,No,2.013700271,Working Day,Clear,0.2,0.1818,0.64,0.2836,1,1,2.002619403
1344.006618,1/3/2011,springer,2011,3,5.992058886,No,2.001035535,Working Day,Clear,0.2,0.1818,0.59,0.2985,0,46,46.00926475
1345.011346,1/3/2011,springer,2011,3,7.002000993,No,1.998209035,Working Day,Clear,0.2,0.1818,0.59,0.3284,2,105,107.0018909
1345.998899,1/3/2011,springer,2011,3,7.998581813,No,1.996689358,Working Day,Clear,0.2,0.1818,0.59,0.3881,10,204,214.0017299
1346.998831,1/3/2011,springer,2011,3,9.02017193,No,2.001387596,Working Day,Clear,0.22,0.197,0.55,0.4179,8,116,124.0169136
1347.992742,1/3/2011,springer,2011,3,9.988347886,No,2.010259228,Working Day,Clear,0.24,0.2121,0.52,0.2836,13,55,68.00603233
1349.007058,1/3/2011,springer,2011,3,10.98640497,No,1.988728806,Working Day,Clear,0.28,0.2727,0.45,0.2537,8,48,56.00687758
1350.009373,1/3/2011,springer,2011,3,11.9955923,No,2.010311861,Working Day,Clear,0.3,0.303,0.39,0.1343,6,80,85.9868936
1351.00353,1/3/2011,springer,2011,3,13.00528599,No,1.98839949,Working Day,Clear,0.32,0.3485,0.39,0,13,65,78.01027231
1352.000532,1/3/2011,springer,2011,3,13.99661963,No,1.991800941,Working Day,Clear,0.32,0.3333,0.36,0.1343,18,61,79.01528364
1352.991721,1/3/2011,springer,2011,3,14.99392468,No,1.998913045,Working Day,Clear,0.34,0.3636,0.34,0,7,57,63.99524625
1354.006786,1/3/2011,springer,2011,3,16.0073282,No,2.005723513,Working Day,Clear,0.34,0.3485,0.34,0.0896,10,92,101.9964118
1355.001283,1/3/2011,springer,2011,3,16.99160438,No,2.01704833,Working Day,Clear,0.34,0.3485,0.34,0.0896,12,230,241.9964796
1356.026198,1/3/2011,springer,2011,3,17.9957953,No,1.991873569,Working Day,Clear,0.32,0.3182,0.39,0.194,10,214,223.9825943
1357.003921,1/3/2011,springer,2011,3,19.0022269,No,1.996145465,Working Day,Clear,0.3,0.303,0.49,0.1343,4,115,118.9961763
1358.019555,1/3/2011,springer,2011,3,20.01158863,No,1.99652503,Working Day,Clear,0.3,0.3182,0.61,0.0896,2,86,87.98109147
1359.006401,1/3/2011,springer,2011,3,20.99334391,No,1.997009026,Working Day,Clear,0.26,0.303,0.56,0,8,55,62.99939649
1359.996012,1/3/2011,springer,2011,3,22.01369808,No,2.01722533,Working Day,Clear,0.24,0.2727,0.62,0.1045,3,44,46.99836027
1360.987079,1/3/2011,springer,2011,3,23.0077821,No,2.005229383,Working Day,Clear,0.24,0.2273,0.65,0.2239,2,23,24.99520795
1362.013349,2/3/2011,springer,2011,3,0.003566751,No,2.992256221,Working Day,Clear,0.22,0.2273,0.69,0.1642,3,5,8.008331995
1362.993585,2/3/2011,springer,2011,3,1.001583745,No,3.011639127,Working Day,Clear,0.22,0.2273,0.69,0.194,0,4,3.999861102
1364.004222,2/3/2011,springer,2011,3,1.996659431,No,3.015876609,Working Day,Clear,0.22,0.2273,0.69,0.194,0,2,1.999048895
1364.992638,2/3/2011,springer,2011,3,2.998077877,No,3.002959806,Working Day,Clear,0.22,0.2121,0.69,0.2836,3,1,4.014119093
1365.997857,2/3/2011,springer,2011,3,3.984118621,No,3.018527201,Working Day,Clear,0.2,0.2121,0.75,0.1343,1,0,0.98598037
1367.005786,2/3/2011,springer,2011,3,5.011503961,No,2.990587853,Working Day,Clear,0.22,0.2121,0.69,0.2239,0,5,5.005388881
1368.005459,2/3/2011,springer,2011,3,5.987750218,No,2.995297539,Working Day,Clear,0.22,0.2121,0.55,0.2537,1,39,40.00648282
1369.007883,2/3/2011,springer,2011,3,7.003679131,No,3.003911732,Working Day,Clear,0.22,0.2121,0.64,0.2537,2,108,109.9926027
1370.002955,2/3/2011,springer,2011,3,8.009417027,No,2.992929001,Working Day,Clear,0.24,0.2121,0.65,0.2836,13,243,256.0118999
1371.002277,2/3/2011,springer,2011,3,8.994001553,No,2.999482492,Working Day,Clear,0.28,0.2576,0.56,0.2985,7,141,148.0186431
1371.987215,2/3/2011,springer,2011,3,10.00828347,No,3.012542831,Working Day,Clear,0.32,0.303,0.49,0.2836,11,65,76.00219483
1372.992091,2/3/2011,springer,2011,3,10.98797073,No,2.991456828,Working Day,Clear,0.34,0.303,0.53,0.3284,8,65,73.00534791
1374.003824,2/3/2011,springer,2011,3,11.98366799,No,3.007226689,Working Day,Clear,0.4,0.4091,0.43,0.194,20,62,82.00879974
1374.996205,2/3/2011,springer,2011,3,12.99933476,No,2.995052855,Working Day,Clear,0.5,0.4848,0.25,0,35,90,124.9818962
1376.01294,2/3/2011,springer,2011,3,14.01446589,No,3.004191851,Working Day,Clear,0.52,0.5,0.23,0.2985,21,75,96.00148942
1377.000466,2/3/2011,springer,2011,3,15.00866929,No,3.001270771,Working Day,Clear,0.54,0.5152,0.19,0.4179,19,91,110.0053595
1378.019007,2/3/2011,springer,2011,3,16.0086845,No,2.980341561,Working Day,Clear,0.54,0.5152,0.19,0.3284,27,112,139.0060736
1378.990729,2/3/2011,springer,2011,3,16.98968056,No,3.010335409,Working Day,Clear,0.5,0.4848,0.23,0.2836,30,238,268.0046675
1379.983987,2/3/2011,springer,2011,3,17.98706187,No,2.997989741,Working Day,Clear,0.46,0.4545,0.23,0.4925,8,193,200.9958338
1381.009947,2/3/2011,springer,2011,3,19.00250134,No,2.991028309,Working Day,Clear,0.4,0.4091,0.28,0.5224,6,144,149.9945392
1381.991495,2/3/2011,springer,2011,3,20.00918244,No,2.991603437,Working Day,Clear,0.36,0.3333,0.29,0.4179,9,86,94.99146529
1383.009653,2/3/2011,springer,2011,3,20.9801882,No,3.006880902,Working Day,Clear,0.34,0.2879,0.29,0.4627,3,68,70.9901886
1383.999183,2/3/2011,springer,2011,3,22.00887753,No,3.013971964,Working Day,Clear,0.3,0.2576,0.26,0.5522,4,44,47.99867013
1384.998379,2/3/2011,springer,2011,3,22.9865428,No,2.998002537,Working Day,Clear,0.26,0.2121,0.3,0.5224,0,22,21.99626979
1386.003286,3/3/2011,springer,2011,3,0.002303511,No,3.995322776,Working Day,Clear,0.24,0.197,0.3,0.4627,3,10,13.00399872
1387.001559,3/3/2011,springer,2011,3,0.995325848,No,4.00561709,Working Day,Clear,0.24,0.197,0.3,0.4627,0,1,1.011951057
1387.998788,3/3/2011,springer,2011,3,2.004447364,No,4.012299623,Working Day,Clear,0.2,0.1667,0.27,0.4627,1,2,3.000690155
1388.986884,3/3/2011,springer,2011,3,3.007944514,No,4.001380945,Working Day,Clear,0.2,0.1667,0.27,0.4627,0,1,0.997307229
1389.997833,3/3/2011,springer,2011,3,4.001528109,No,3.998501739,Working Day,Clear,0.16,0.1212,0.31,0.4925,0,1,0.991160791
1391.002965,3/3/2011,springer,2011,3,5.011631844,No,3.997049254,Working Day,Clear,0.14,0.1212,0.33,0.2985,1,7,7.998774101
1391.999872,3/3/2011,springer,2011,3,6.015424378,No,4.001138691,Working Day,Clear,0.14,0.1212,0.33,0.2985,1,34,34.9938714
1393.007495,3/3/2011,springer,2011,3,7.015505841,No,3.988013755,Working Day,Clear,0.12,0.0909,0.42,0.4179,1,110,110.9911966
1393.983426,3/3/2011,springer,2011,3,7.994959835,No,4.008048109,Working Day,Clear,0.14,0.1212,0.39,0.2985,4,216,220.0056782
1395.005349,3/3/2011,springer,2011,3,8.997182569,No,4.007386569,Working Day,Clear,0.16,0.1364,0.37,0.2836,10,135,144.9952651
1396.018692,3/3/2011,springer,2011,3,10.00317711,No,4.00099296,Working Day,Clear,0.18,0.1818,0.29,0.194,7,49,56.01751627
